name,height,lat,lon
arpf1,11.3,28.433,-82.667
asto3,6.9,46.207,-123.768
atgm1,8.6,44.392,-68.204
atka2,8.5,52.232,-174.173
audp4,8.5,18.457,-67.165
auga2,6.6,59.378,-153.348
avan4,10.0,39.09,-74.72
awrt2,10.0,28.227,-96.796
babt2,10.0,27.297,-97.405
bara9,9.7,17.591,-61.821
barn6,10.0,42.345,-79.595
batn6,10.0,40.701,-74.014
baxc1,62.4,33.766,-118.24
bdrn4,7.5,40.082,-74.87
bdsp1,1.56,39.98,-75.079
bdvf1,1.56,25.478,-80.989
bdxc1,1.56,38.317,-123.071
bepb6,4.6,32.374,-64.701
bftn7,7.0,34.717,-76.671
bgcf1,19.1,26.404,-81.881
bgnn4,9.0,40.639,-74.146
bgxn3,6.1,43.059,-70.83
bhbm3,6.1,42.355,-71.05
bhrc3,16.0,41.175,-73.185
bhri3,10.0,41.646,-87.147
bigm4,10.0,46.827,-87.727
bism2,7.1,38.22,-76.039
bkbf1,9.7,30.192,-81.692
bktl1,9.7,30.19,-93.301
bkyf1,9.7,25.119,-80.834
blia2,21.6,60.839,-146.884
blif1,8.5,30.393,-81.523
blta2,9.1,58.455,-135.889
bltm2,7.0,39.267,-76.579
bltm3,16.2,41.704,-71.174
bnkf1,16.2,25.087,-80.519
bobf1,16.2,25.027,-80.681
bphf1,16.2,27.608,-82.571
brbn4,10.0,39.61,-74.2
brhc3,7.6,41.174,-73.181
brim2,7.6,38.781,-76.714
brnd1,21.1,38.987,-75.113
bsbm4,10.0,44.055,-86.514
bsca1,7.01,30.329,-87.829
bskf1,7.01,25.266,-81.162
bslm2,5.4,38.781,-76.708
bthd1,5.4,38.537,-75.046
bufn6,8.5,42.878,-78.89
burl1,38.0,28.905,-89.428
busl1,38.0,27.883,-90.9
buzm3,24.8,41.397,-71.033
bvqw1,24.8,48.496,-122.501
bwsf1,24.8,25.178,-80.438
bygl1,30.8,29.789,-90.42
bzbm3,30.8,41.524,-70.671
bzst2,4.25,26.067,-97.155
c58w3,4.25,44.146,-87.563
camf1,4.25,27.765,-82.649
camm2,6.4,38.574,-76.069
canf1,6.4,25.422,-80.942
capl1,12.3,29.768,-93.343
carl1,12.3,29.933,-90.135
caro3,14.9,43.342,-124.375
casm1,14.9,43.656,-70.246
cbbv2,6.1,36.967,-76.114
cbim2,6.1,38.317,-76.451
cblo1,12.0,41.981,-80.556
cbrw3,10.0,45.198,-87.36
ccuf1,10.0,27.663,-82.618
cdea2,10.0,56.001,-134.136
cdrf1,10.0,29.136,-83.029
cecc1,8.6,41.746,-124.184
cfwm1,8.5,44.657,-67.205
cgcl1,8.5,28.791,-89.056
chao3,8.4,43.351,-124.337
chav3,6.5,18.335,-64.92
chbv2,4.6,37.032,-76.083
chcm2,6.8,39.527,-75.81
chds1,2.1,33.661,-82.199
chii2,25.9,41.916,-87.572
chlv2,43.3,36.905,-75.713
chno3,3.0,43.345,-124.329
chqo3,3.0,43.282,-124.32
chsv3,7.1,17.748,-64.699
chts1,8.8,32.781,-79.924
chyv2,27.9,36.926,-76.007
chyw1,7.0,48.863,-122.759
clbf1,11.2,27.736,-82.692
clbp4,11.2,18.301,-65.302
clkn7,9.8,34.622,-76.525
cllt2,10.7,29.563,-95.067
clsm4,10.0,42.471,-82.877
cman4,9.7,38.968,-74.96
cmti2,10.3,41.73,-87.538
cnbf1,10.3,25.702,-81.186
cndo1,7.8,41.542,-81.637
cnii2,10.0,41.856,-87.609
covm2,10.0,38.402,-76.385
cpmw1,7.0,48.86,-122.756
cpnt2,7.0,28.114,-97.024
cptr1,20.7,41.717,-71.345
cpvm2,20.7,38.995,-76.388
cquc1,20.7,38.066,-122.23
crta1,12.23,30.308,-88.14
crva2,8.4,60.558,-145.752
cryv2,8.6,36.888,-76.338
csbf1,9.8,29.672,-85.357
cspa2,10.0,58.199,-136.64
ctgm1,8.5,44.642,-67.297
cvqv2,8.5,37.571,-76.884
cwaf1,8.5,25.297,-81.013
cwbf1,6.7,27.978,-82.832
cwcii,6.7,47.334,-85.833
cwqo3,6.7,43.338,-124.321
cygm4,17.0,45.658,-84.464
dbln6,20.4,42.494,-79.354
dbqs1,20.4,33.36,-79.167
deld1,7.2,39.582,-75.589
deqd1,7.2,39.114,-75.499
desw1,31.4,47.675,-124.485
disw3,25.3,47.079,-90.728
dkcm6,8.4,30.356,-88.567
dkkf1,8.4,25.18,-80.49
dmsf1,8.4,30.387,-81.559
domv2,8.4,36.962,-76.424
dpha1,9.68,30.251,-88.078
dpia1,13.5,30.25,-88.075
dpxc1,7.6,38.056,-122.264
drfa2,6.6,60.553,-152.137
drsd1,4.5,39.089,-75.437
dryf1,5.7,24.638,-82.862
dsln7,46.6,35.153,-75.297
dtlm4,11.7,45.993,-83.898
ducn7,20.4,36.184,-75.745
dukn7,8.6,36.184,-75.746
dulm5,13.2,46.776,-92.092
eb01i,13.2,36.5,-73.5
eb10i,13.2,27.5,-88.0
eb31i,13.2,27.0,-86.0
eb32i,13.2,27.0,-84.3
eb33i,13.2,58.5,-141.0
eb35i,13.2,55.3,-157.0
eb36i,13.2,26.0,-84.8
eb43i,13.2,59.8,-142.0
ebsw1,15.8,47.602,-122.338
egkf1,10.0,27.601,-82.759
einl1,4.0,29.373,-91.384
elfa2,4.0,58.193,-136.347
elqc1,4.0,36.818,-121.739
elxc1,3.66,36.815,-121.738
emat2,8.2,28.71,-95.914
eptt2,5.7,29.481,-94.917
erep1,10.7,42.172,-80.098
erkc1,10.7,40.778,-124.196
eroa2,6.1,58.971,-135.221
ertf1,12.2,27.92,-82.442
espp4,8.5,18.094,-65.471
evmc1,8.5,36.811,-121.779
faio1,20.9,41.764,-81.281
fbps1,20.9,32.652,-79.938
fcgt2,8.0,28.943,-95.302
fffc1,8.0,38.195,-122.033
fgbl1,11.6,28.118,-93.67
fhpf1,10.0,28.153,-82.801
fmoa1,36.2,30.228,-88.024
fmrf1,6.9,26.647,-81.871
foxr1,18.2,41.807,-71.401
fpkg1,6.5,32.035,-80.903
fptm4,10.0,45.619,-86.66
fptt2,10.0,28.948,-95.308
fpxc1,10.0,37.807,-122.466
frcb6,10.0,32.37,-64.695
frdf1,6.6,30.675,-81.465
frdp4,6.4,18.335,-65.631
frdw1,8.5,48.545,-123.012
frel1,10.0,30.106,-90.422
frfn7,10.0,36.189,-75.739
frkf1,10.0,27.591,-82.552
frps1,10.0,32.34,-80.46
frvm3,10.0,41.704,-71.164
frwl1,17.4,29.552,-92.305
frxm3,17.4,41.696,-71.18
fskm2,6.6,39.219,-76.528
fsnm2,42.0,39.219,-76.525
fsti2,42.0,41.976,-87.648
ftgm4,27.2,43.007,-82.422
ftpc1,7.3,37.806,-122.466
fwic3,16.0,41.15,-73.172
gbif1,16.0,25.378,-81.029
gblw3,25.0,44.653,-87.901
gbqn3,25.0,43.134,-70.911
gbtf1,25.0,25.167,-80.801
gcvf1,8.5,29.982,-81.634
gdiv2,4.0,37.222,-76.404
gdmm5,4.0,47.749,-90.341
gdqm6,4.0,30.357,-88.463
gdwv2,4.0,37.216,-76.393
gdxm6,4.5,30.359,-88.42
gelo1,8.0,41.859,-80.975
gggc1,8.0,38.016,-122.509
gisl1,6.6,29.265,-89.958
gkyf1,6.6,24.627,-82.872
glpt2,6.6,29.3,-94.794
gnjt2,12.1,29.357,-94.725
gom01,1.0,24.899,-83.868
gpom6,13.7,30.23,-88.982
gpst2,7.0,29.285,-94.788
grbl1,10.0,29.101,-89.978
grim4,11.0,46.721,-87.412
grmm4,9.0,46.684,-85.972
grrt2,10.7,29.302,-94.896
gslm4,25.0,44.018,-83.537
gtbm4,9.0,44.767,-85.607
gtlm4,16.0,45.211,-85.55
gtot2,16.0,29.311,-94.792
gtqf1,16.0,29.667,-81.257
gtrm4,10.0,47.179,-88.241
gtxf1,3.1,29.658,-81.233
gwpm6,13.8,30.348,-89.087
hbxc1,13.8,40.777,-124.197
hbyc1,13.6,40.767,-124.217
hcef1,13.6,25.254,-80.444
hcgn7,7.6,35.209,-75.704
hhlo1,10.0,41.401,-82.545
hist2,10.0,29.595,-94.39
hlnm4,10.4,42.773,-86.213
hmdo3,10.4,46.204,-123.951
hmra2,5.0,59.601,-151.41
hmsa2,4.0,59.602,-151.417
hplm2,4.0,38.59,-76.133
hrbm4,8.3,43.846,-82.643
href1,8.3,25.424,-81.06
hrvc1,8.3,34.469,-120.682
hssf1,6.6,28.772,-82.707
huqn6,6.6,42.036,-73.925
icac1,13.6,34.008,-118.5
icya2,4.0,59.927,-141.359
iiwc1,22.3,32.714,-117.177
ildl1,10.0,29.053,-90.533
iloh1,15.8,19.73,-155.056
iosn3,19.2,42.967,-70.623
irdt2,3.3,27.48,-97.322
itka2,3.3,57.052,-135.342
jaki2,3.3,41.781,-87.573
jcqn4,3.3,39.548,-74.461
jcrn4,12.5,39.535,-74.464
jctn4,12.5,39.508,-74.338
jkyf1,12.5,25.053,-80.904
jmla2,18.3,58.286,-134.39
jmpn7,8.0,34.213,-77.786
jnea2,8.5,58.298,-134.411
jobp4,8.5,17.944,-66.238
joqp4,8.5,17.93,-66.211
joxp4,9.75,17.956,-66.223
jprn7,9.75,35.912,-75.587
jxuf1,9.75,30.354,-81.612
kata1,15.65,30.258,-88.213
kcha2,24.7,59.602,-151.409
kdaa2,8.5,57.731,-152.511
keca2,8.2,55.331,-131.625
kgca2,6.9,55.062,-162.327
kgnai,110.0,47.745,-90.346
klih1,6.9,20.895,-156.469
knoh1,26.2,21.288,-157.865
knsw3,20.0,42.589,-87.809
kp53i,20.0,46.417,-86.65
kp58i,20.0,44.017,-82.8
kp59i,20.0,47.467,-87.883
kptn6,8.6,40.811,-73.765
kptv2,7.2,37.165,-75.988
kwhh1,8.2,20.037,-155.829
kwjp8,8.0,8.732,167.734
kwnw3,9.3,44.465,-87.496
kywf1,15.0,24.556,-81.808
labl1,9.1,30.05,-90.368
lamv3,9.1,18.318,-64.724
lapw1,7.7,47.913,-124.637
lbrf1,7.7,25.484,-81.133
lbsf1,7.7,25.214,-80.432
lciy2,5.9,19.699,-80.06
lcll1,5.9,30.224,-93.222
lcna2,7.5,56.058,-132.69
ldlc3,20.0,41.306,-72.077
ldtm4,7.7,43.947,-86.441
ljac1,8.2,32.867,-117.257
ljpc1,20.2,32.867,-117.257
lkpl1,13.0,30.315,-90.281
lkwf1,6.0,26.613,-80.034
lmbv4,6.0,19.594,-96.379
lmdf1,6.0,25.176,-80.633
lmfs1,9.0,34.107,-81.271
lmrf1,9.0,25.556,-81.169
lmss1,9.0,33.552,-80.501
lndc1,7.6,37.795,-122.281
lopl1,57.9,28.885,-90.025
lopw1,8.8,46.106,-122.954
loro1,2.4,41.481,-82.195
lpnm4,9.2,45.063,-83.429
lprp4,6.5,17.939,-67.052
lpwa2,6.5,56.388,-134.637
lrif1,6.5,25.284,-80.894
lrkf1,6.5,24.982,-80.826
lscm4,6.5,42.465,-82.755
lsnf1,6.5,25.235,-80.457
ltbv3,6.6,17.695,-64.754
ltjf1,6.6,30.379,-81.446
ltqm2,6.6,39.451,-76.275
ltrm4,10.1,46.486,-84.302
luit2,10.1,29.076,-95.122
luml1,13.2,29.255,-90.664
lwsd1,9.5,38.783,-75.119
lwtv2,6.4,37.995,-76.465
lybt2,6.4,29.765,-95.079
macm4,10.4,45.777,-84.721
maqt2,10.4,27.98,-97.029
maxt2,4.0,28.132,-97.034
mbet2,12.0,28.422,-96.327
mbla1,14.2,30.437,-88.011
mbpa1,14.2,30.527,-88.086
mbrm4,14.2,42.975,-82.419
mcga1,7.0,30.649,-88.058
mcgm4,8.6,46.546,-87.379
mcyf1,8.6,27.914,-82.425
mcyi3,21.3,41.729,-86.912
mdrm1,22.6,43.969,-68.128
meem4,10.0,44.248,-86.346
meyc1,8.5,36.605,-121.889
mgip4,6.6,17.97,-67.046
mgpt2,3.2,29.682,-94.985
mgzp4,8.4,18.218,-67.159
mhpa1,8.5,30.667,-87.936
mhrn6,46.0,40.641,-74.162
misc3,16.0,41.074,-73.134
mism1,22.9,43.784,-68.855
misn6,16.0,41.049,-73.121
misp4,16.0,18.09,-67.939
mist2,5.6,27.838,-97.05
mkgm4,24.4,43.227,-86.339
mlsc1,10.4,36.802,-121.791
mlto3,7.0,46.214,-123.62
mlww3,12.2,43.045,-87.88
mnmm4,10.5,45.096,-87.59
mnpv2,5.8,36.778,-76.302
mokh1,10.0,21.433,-157.79
mqtt2,7.9,27.581,-97.217
mrcp1,7.9,39.809,-75.415
mrho1,9.5,41.544,-82.731
mrna2,4.0,58.198,-134.257
mros1,6.9,33.656,-78.916
mrsl1,20.0,29.441,-92.061
mrya2,4.0,55.099,-131.182
msg10,1.0,28.184,-83.956
msg12,1.0,26.006,-83.991
msg14,1.0,27.487,-83.987
mtbf1,6.7,27.661,-82.594
mtkn6,6.7,41.048,-71.959
mtyc1,8.5,36.605,-121.889
mukf1,8.5,25.106,-80.942
mypf1,5.7,30.398,-81.428
myxc1,5.7,36.605,-121.889
mzxc1,6.4,38.035,-122.125
nabm4,10.0,46.087,-85.444
naqr1,10.0,41.578,-71.321
naxr1,10.0,41.637,-71.339
nbba3,3.0,36.087,-114.728
nblp1,6.4,40.137,-74.752
ncdv2,8.31,38.32,-77.037
ncht2,8.31,29.726,-95.266
ncsc3,16.0,41.099,-73.147
neaw1,16.0,48.367,-124.614
nfbf1,5.5,25.084,-81.096
nfdf1,8.6,30.4,-81.627
nglt2,10.7,27.822,-97.204
nian6,10.7,43.077,-79.014
niqs1,10.7,33.349,-79.189
niws1,4.6,33.349,-79.189
nkla2,4.6,52.972,-168.855
nkta2,12.4,60.683,-151.399
nlma3,3.0,35.458,-114.666
nlnc3,8.2,41.361,-72.09
nmta2,7.4,64.5,-165.43
noqn7,7.4,34.156,-77.85
nosc3,16.0,41.125,-73.159
noxn7,3.68,34.155,-77.851
npdw3,10.0,45.291,-86.977
npsf1,6.5,26.132,-81.807
nrrf1,6.5,25.338,-80.911
nstp6,10.7,-14.28,-170.688
ntbc1,13.2,34.405,-119.692
ntkm3,8.5,41.285,-70.096
nuet2,8.5,27.832,-97.486
nwcl1,9.9,30.027,-90.113
nwhc3,6.7,41.283,-72.908
nwpr1,8.4,41.504,-71.326
nwst2,8.4,27.75,-96.768
nwwh1,7.1,21.954,-159.353
obgn6,7.1,44.702,-75.494
obla1,7.1,30.705,-88.04
obxc1,7.1,37.804,-122.341
ocgn4,7.0,40.209,-74.004
ocim2,8.5,38.328,-75.091
ocpn7,12.2,33.911,-78.147
ocsm2,12.2,38.338,-75.07
ofpn6,16.0,40.973,-73.083
oksi2,16.0,41.912,-87.624
olcn6,10.0,43.341,-78.719
otnm4,10.0,46.87,-89.33
owqo1,10.0,41.382,-82.514
owxo1,10.0,41.378,-82.508
pact2,10.7,27.634,-97.237
pbfw1,3.0,48.464,-122.469
pblw1,3.0,48.556,-122.53
pbpa2,6.7,58.203,-134.148
pcgt2,6.7,26.072,-97.167
pclm4,10.0,47.276,-88.528
pcnt2,9.0,28.446,-96.396
pkbw3,2.7,46.672,-92.136
pkyf1,2.7,24.918,-80.747
plsp4,6.4,17.973,-66.762
pmnt2,6.4,26.559,-97.424
pngw3,10.0,46.792,-91.386
port2,10.7,29.867,-93.931
ppta1,12.23,30.279,-87.556
prim4,34.0,45.357,-83.492
prta2,6.1,58.411,-134.955
pscm4,10.0,43.42,-82.54
psxc1,36.6,33.768,-118.226
ptaw1,12.2,48.125,-123.441
ptbm6,4.6,30.213,-88.505
ptcr1,8.8,41.638,-71.34
ptgc1,9.4,34.577,-120.648
ptim4,8.9,46.485,-84.631
ptit2,8.4,26.061,-97.215
ptjn6,16.0,40.948,-73.07
ptla2,4.0,58.346,-134.752
ptoa1,4.0,30.671,-88.031
ptrf1,10.1,28.285,-82.733
ptww1,8.9,48.111,-122.76
pvdr1,7.26,41.786,-71.383
pvgf1,3.5,26.092,-80.109
pwaw3,10.0,43.388,-87.867
pxac1,27.4,33.764,-118.265
pxoc1,16.2,37.798,-122.393
pxsc1,16.2,37.803,-122.397
qptr1,7.0,41.586,-71.407
rarm6,22.9,30.343,-88.511
rckm4,8.2,46.264,-84.191
rcmc1,7.1,37.923,-122.41
rcpt2,6.1,28.024,-97.048
rcrn6,6.1,43.269,-77.626
rcyf1,6.1,29.8,-81.55
rdda2,12.7,67.575,-164.067
rdyd1,12.7,39.558,-75.572
rkqf1,12.7,26.027,-81.734
rkxf1,18.4,26.05,-81.701
rlit2,18.4,26.262,-97.285
rlot2,10.7,29.515,-94.513
roam4,46.9,47.867,-89.313
robn4,21.0,40.657,-74.065
rplv2,16.9,37.538,-76.014
rprn6,10.0,43.263,-77.598
rsjt2,10.0,26.801,-97.471
rtat2,10.7,27.84,-97.072
rtot2,20.0,27.753,-96.967
rtyc1,7.6,37.507,-122.212
ryec1,7.6,38.184,-122.014
sacv4,9.0,19.174,-96.093
sanf1,14.6,24.456,-81.877
sapf1,7.2,27.761,-82.627
saqg1,7.2,31.418,-81.296
sauf1,7.6,29.857,-81.265
saxg1,10.0,31.418,-81.296
sbbn2,3.0,36.05,-114.748
sbeo3,9.0,44.625,-124.045
sbio1,21.0,41.629,-82.841
sblf1,21.0,27.923,-82.445
sblm4,13.0,43.81,-83.72
sbpt2,5.8,29.728,-93.87
scis1,5.8,32.857,-79.707
scld1,5.8,39.085,-75.461
scqc1,5.8,38.001,-122.46
scqn6,5.8,42.046,-73.911
scsn6,16.0,41.024,-73.108
sdbc1,16.0,32.714,-117.174
sdhn4,5.5,40.467,-74.009
sdia2,3.1,58.277,-134.389
sdrt2,10.1,28.407,-96.712
secg1,35.0,30.8,-80.316
seqa2,35.0,59.441,-151.721
sfxc1,7.5,38.2,-122.026
sgnt2,7.5,28.771,-95.617
sgnw3,19.2,43.749,-87.693
sgof1,35.1,29.408,-84.858
sgrn4,10.0,40.12,-74.03
shbl1,15.6,29.868,-89.673
shpf1,5.7,30.058,-84.291
sipf1,1.0,27.862,-80.445
sipm6,11.0,30.267,-89.017
sisa2,10.0,58.177,-135.259
sisw1,17.1,48.318,-122.843
sjlf1,17.1,30.4,-81.4
sjnp4,5.7,18.459,-66.116
sjom4,10.0,42.098,-86.494
sjsn4,14.8,39.305,-75.377
skta2,50.0,59.45,-135.327
slim2,50.0,38.321,-76.452
slmn2,3.0,35.389,-114.621
sloo3,3.0,43.296,-124.311
slpl1,7.2,29.517,-91.55
slvm5,10.0,47.278,-91.27
sm058,10.0,59.923,-39.528
smbs1,10.0,33.655,-78.918
smkf1,48.5,24.628,-81.111
smoc1,48.5,34.008,-118.5
snda2,6.9,55.336,-160.502
sndp5,6.9,28.215,-177.361
soqo3,6.9,43.317,-124.322
sosn6,16.0,40.998,-73.095
spgf1,6.6,26.704,-78.995
spll1,10.0,28.867,-90.483
sptm4,13.0,44.713,-83.273
srbv3,6.5,17.784,-64.762
sref1,6.5,25.352,-81.1
srlm4,30.0,45.773,-84.137
srst2,9.1,29.683,-94.033
ssbn7,9.1,33.841,-78.482
stdm4,35.2,47.184,-87.225
supn6,11.6,44.467,-75.8
svls1,11.6,31.95,-80.68
svnm4,16.8,42.401,-86.288
swla2,16.8,60.12,-149.427
swpm4,9.4,46.501,-84.372
swpv2,9.4,36.943,-76.329
sxhw3,10.0,46.563,-90.437
syww3,3.0,45.202,-87.121
taml1,10.0,29.188,-90.665
taqt2,10.0,27.815,-97.389
tarf1,7.0,28.156,-82.758
tawm4,10.0,44.254,-83.449
tbim4,10.7,45.035,-83.194
tcbm2,6.7,39.213,-76.244
tcmw1,6.8,47.276,-122.418
tcnw1,6.8,47.267,-122.413
tcvf1,6.8,25.213,-80.533
tdpc1,6.8,41.055,-124.147
tesl1,12.5,29.668,-91.237
tfblk,12.5,65.698,-24.778
thin6,0.0,44.3,-75.983
thlo1,14.9,41.826,-83.194
thro1,26.2,41.694,-83.473
tibc1,10.0,37.892,-122.447
tiqc1,10.0,32.568,-117.131
tixc1,3.5,32.575,-117.127
tkea2,3.0,57.779,-135.219
tlbo3,17.9,45.555,-123.919
tnso3,17.9,46.238,-123.468
tokw1,8.1,46.707,-123.967
tpaf1,22.9,27.933,-82.433
tpbn4,22.9,40.012,-75.043
tpef1,22.9,25.41,-80.964
tplm2,18.0,38.899,-76.436
trbl1,13.9,29.187,-90.608
trdf1,6.7,28.416,-80.593
trrf1,6.7,25.217,-80.65
tshf1,11.3,27.929,-82.426
ttiw1,25.3,48.392,-124.735
txpt2,12.5,29.689,-93.842
ulam6,34.0,30.348,-88.505
ulra2,9.74,63.872,-160.784
unla2,11.0,53.88,-166.537
upbc1,100.0,38.038,-122.121
vakf1,10.2,25.731,-80.162
vbba3,3.0,36.132,-114.412
vcaf1,6.5,24.711,-81.107
vcat2,6.5,28.64,-96.609
vcva2,8.5,57.125,-170.285
vdza2,8.6,61.125,-146.361
venf1,11.6,27.072,-82.453
verv4,9.1,19.204,-96.113
vmsv2,5.0,37.246,-76.5
vqsp4,6.4,18.153,-65.444
wahv2,7.0,37.608,-75.686
wakp8,6.2,19.291,166.618
waqm3,6.2,41.552,-70.549
wasd2,9.0,38.873,-77.021
wats1,3.1,34.335,-80.702
wavm6,3.1,30.282,-89.367
waxm3,10.0,41.582,-70.525
wbya1,10.0,30.417,-87.825
wdel1,41.0,28.662,-89.551
wdsv2,41.0,36.977,-76.315
wdyo3,41.0,46.252,-123.534
webm1,41.0,43.32,-70.563
welm1,7.2,43.32,-70.563
weqm1,7.2,43.345,-70.549
wexm1,10.06,43.337,-70.549
wfpm4,16.76,46.76,-84.97
whri2,9.0,42.361,-87.813
wiwf1,9.0,25.587,-81.044
wkqa1,9.0,30.417,-87.823
wkxa1,7.6,30.421,-87.828
wlon7,7.6,34.228,-77.954
wndv2,7.6,37.615,-76.29
wnem4,11.8,46.285,-84.21
wplf1,11.8,25.71,-81.249
wpow1,9.8,47.662,-122.436
wptw1,26.8,46.904,-124.105
wrbf1,26.8,25.072,-80.735
wslm4,43.0,45.842,-85.135
wwef1,43.0,25.232,-80.938
wycm6,9.9,30.326,-89.326
yabp4,6.4,18.055,-65.833
yata2,6.4,59.548,-139.733
ygnn6,10.0,43.262,-79.064
ykrv2,10.0,37.251,-76.342
yktv2,9.6,37.227,-76.479
yrsv2,3.5,37.414,-76.712
zbqn7,3.5,33.955,-77.935
cpxc1,4.0,35.17,-120.741
dmbc1,4.0,37.507,-122.117
eb52i,4.0,38.4,-74.3
eb53i,4.0,28.9,-88.3
eb61i,4.0,26.9,-84.6
eb62i,4.0,29.0,-85.6
eb70i,4.0,59.5,-142.3
eb90i,4.0,47.0,-130.9
eb91i,4.0,38.4,-74.3
eb92i,4.0,28.5,-90.0
farp2,4.0,8.583,144.583
fbis1,9.8,32.685,-79.888
ffia2,22.0,57.272,-133.63
fila2,15.7,59.332,-151.995
fpsn7,44.2,33.485,-77.59
fwyf1,43.9,25.591,-80.097
gbcl1,43.9,27.8,-93.1
gdil1,15.8,29.267,-89.957
glln6,15.8,43.89,-76.45
ktnf1,10.0,29.819,-83.594
lnel1,10.0,28.2,-89.1
lonf1,7.0,24.844,-80.864
lpoi1,7.0,48.06,-116.5
mlrf1,15.8,25.012,-80.376
mpcl1,15.8,29.4,-88.6
mrka2,15.9,61.082,-146.662
nlec1,15.9,37.696,-122.192
nwpo3,9.4,44.613,-124.067
pila2,6.6,59.742,-149.47
pilm4,15.5,48.223,-88.366
plsf1,17.7,24.693,-82.773
pota2,10.0,61.06,-146.7
ptac1,12.5,38.955,-123.741
ptat2,14.9,27.826,-97.051
