"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Absolute Orbit","Relative Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","Stack ID"
"S1B_IW_GRDH_1SDV_20171123T222438_20171123T222503_008415_00EE6F_204A","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8415","164","164","119","2017-11-23T22:25:03.826275","2017-11-25T05:10:25Z","GRD_HD","2017-11-23T22:24:38.827649","2017-11-23T22:25:03.826275","37.7498","-66.8511","36.790874","-68.086174","37.189243","-65.270271","38.293987","-68.453545","38.690823","-65.579811","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171123T222438_20171123T222503_008415_00EE6F_204A.zip","738.57 MB","0","","","0",""
"S1B_IW_GRDH_1SDV_20171113T220857_20171113T220922_008269_00EA06_E2F7","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8269","18","18","128","2017-11-13T22:09:22.388007","2017-11-14T03:21:56Z","GRD_HD","2017-11-13T22:08:57.390550","2017-11-13T22:09:22.388007","40.5007","-63.3645","39.542648","-64.650009","39.938885","-61.720837","41.044083","-65.033134","41.439274","-62.037727","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171113T220857_20171113T220922_008269_00EA06_E2F7.zip","761.69 MB","0","","","0",""
"S1B_IW_GRDH_1SDV_20171103T105012_20171103T105031_008116_00E571_6A32","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8116","40","40","475","2017-11-03T10:50:31.842050","2017-11-03T14:29:03Z","GRD_HD","2017-11-03T10:50:12.628080","2017-11-03T10:50:31.842050","35.3518","-72.2341","35.722382","-70.723541","36.121399","-73.498955","34.566048","-70.996925","34.966526","-73.732765","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20171103T105012_20171103T105031_008116_00E571_6A32.zip","505.53 MB","0","","","0",""
"S1A_IW_GRDH_1SDV_20170725T095747_20170725T095821_017626_01D7FE_CD9E","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17626","54","54","530","2017-07-25T09:58:21Z","2017-07-27T03:27:58Z","GRD_HD","2017-07-25T09:57:47Z","2017-07-25T09:58:21Z","18.4928","-61.2951","19.2994","-59.9135","19.7239","-62.2676","17.2522","-60.3393","17.6814","-62.6648","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170725T095747_20170725T095821_017626_01D7FE_CD9E.zip","1021.00 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T225031_20170723T225056_017605_01D74D_AA68","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","126","2017-07-23T22:50:56Z","2017-07-26T00:12:49Z","GRD_HD","2017-07-23T22:50:31Z","2017-07-23T22:50:56Z","39.699","-73.4412","38.7374","-74.736","39.1401","-71.7931","40.2395","-75.1134","40.641","-72.1058","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T225031_20170723T225056_017605_01D74D_AA68.zip","840.31 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T225006_20170723T225031_017605_01D74D_7C8F","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","121","2017-07-23T22:50:31Z","2017-07-26T00:05:24Z","GRD_HD","2017-07-23T22:50:06Z","2017-07-23T22:50:31Z","38.1965","-73.0991","37.2344","-74.3663","37.6385","-71.4846","38.7373","-74.736","39.1399","-71.7942","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T225006_20170723T225031_017605_01D74D_7C8F.zip","727.53 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224941_20170723T225006_017605_01D74D_5A9A","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","116","2017-07-23T22:50:06Z","2017-07-26T00:20:49Z","GRD_HD","2017-07-23T22:49:41Z","2017-07-23T22:50:06Z","36.6934","-72.7626","35.7306","-74.0043","36.1364","-71.1795","37.2343","-74.3663","37.6383","-71.4856","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224941_20170723T225006_017605_01D74D_5A9A.zip","802.66 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224916_20170723T224941_017605_01D74D_1B1F","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","111","2017-07-23T22:49:41Z","2017-07-26T00:13:35Z","GRD_HD","2017-07-23T22:49:16Z","2017-07-23T22:49:41Z","35.1896","-72.4313","34.226","-73.6491","34.6336","-70.8774","35.7305","-74.0042","36.1362","-71.1806","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224916_20170723T224941_017605_01D74D_1B1F.zip","834.83 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224847_20170723T224916_017605_01D74D_EB6C","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","105","2017-07-23T22:49:16Z","2017-07-26T00:21:50Z","GRD_HD","2017-07-23T22:48:47Z","2017-07-23T22:49:16Z","33.5637","-72.0781","32.4776","-73.2445","32.8876","-70.5295","34.2259","-73.6491","34.6334","-70.8784","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224847_20170723T224916_017605_01D74D_EB6C.zip","911.53 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224624_20170723T224651_017605_01D74C_A28E","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","76","2017-07-23T22:46:51Z","2017-07-25T22:55:05Z","GRD_HD","2017-07-23T22:46:24Z","2017-07-23T22:46:51Z","24.8552","-70.3112","23.8288","-71.3635","24.2456","-68.922","25.4564","-71.7127","25.8701","-69.2384","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224624_20170723T224651_017605_01D74C_A28E.zip","794.06 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224559_20170723T224624_017605_01D74C_8132","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","71","2017-07-23T22:46:24Z","2017-07-25T22:59:08Z","GRD_HD","2017-07-23T22:45:59Z","2017-07-23T22:46:24Z","23.2877","-69.9916","22.3192","-71.0426","22.7391","-68.6295","23.8287","-71.3635","24.2455","-68.9224","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224559_20170723T224624_017605_01D74C_8132.zip","764.89 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T224534_20170723T224559_017605_01D74C_A794","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17605","33","33","66","2017-07-23T22:45:59Z","2017-07-25T22:51:42Z","GRD_HD","2017-07-23T22:45:34Z","2017-07-23T22:45:59Z","21.7792","-69.6856","20.8093","-70.7243","21.2322","-68.3375","22.3191","-71.0426","22.7389","-68.6301","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T224534_20170723T224559_017605_01D74C_A794.zip","781.86 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170723T101326_20170723T101339_017597_01D708_1017","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17597","25","25","520","2017-07-23T10:13:39Z","2017-07-25T14:43:16Z","GRD_HD","2017-07-23T10:13:26Z","2017-07-23T10:13:39Z","22.048","-64.6931","22.2346","-63.4148","22.6524","-65.8144","21.4343","-63.5838","21.8537","-65.9696","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170723T101326_20170723T101339_017597_01D708_1017.zip","346.47 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170722T220329_20170722T220352_017590_01D6D6_1ACB","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17590","18","18","55","2017-07-22T22:03:52Z","2017-08-08T20:09:30Z","GRD_HD","2017-07-22T22:03:29Z","2017-07-22T22:03:52Z","18.3278","-58.7078","17.4408","-59.736","17.87","-57.4069","18.7802","-60.0144","19.2063","-57.6667","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170722T220329_20170722T220352_017590_01D6D6_1ACB.zip","667.79 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170722T220304_20170722T220329_017590_01D6D6_8B48","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17590","18","18","50","2017-07-22T22:03:29Z","2017-08-07T05:10:45Z","GRD_HD","2017-07-22T22:03:04Z","2017-07-22T22:03:29Z","16.9038","-58.4215","15.9295","-59.4231","16.3621","-57.1134","17.4408","-59.736","17.8698","-57.4071","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170722T220304_20170722T220329_017590_01D6D6_8B48.zip","794.53 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230518_20170721T230543_017576_01D66A_0AA2","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","105","2017-07-21T23:05:43Z","2017-08-04T22:57:28Z","GRD_HD","2017-07-21T23:05:18Z","2017-07-21T23:05:43Z","33.6678","-76.2451","32.7035","-77.4367","33.1128","-74.7219","34.2089","-77.786","34.616","-75.023","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230518_20170721T230543_017576_01D66A_0AA2.zip","762.76 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230453_20170721T230518_017576_01D66A_9258","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","100","2017-07-21T23:05:18Z","2017-08-09T21:41:04Z","GRD_HD","2017-07-21T23:04:53Z","2017-07-21T23:05:18Z","32.1627","-75.9221","31.1975","-77.093","31.6089","-74.4239","32.7034","-77.4367","33.1126","-74.7228","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230453_20170721T230518_017576_01D66A_9258.zip","745.55 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230428_20170721T230453_017576_01D66A_B020","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","95","2017-07-21T23:04:53Z","2017-08-07T15:32:14Z","GRD_HD","2017-07-21T23:04:28Z","2017-07-21T23:04:53Z","30.657","-75.6032","29.6907","-76.7544","30.1045","-74.1283","31.1974","-77.093","31.6086","-74.4254","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230428_20170721T230453_017576_01D66A_B020.zip","744.34 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230403_20170721T230428_017576_01D66A_E1A0","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","90","2017-07-21T23:04:28Z","2017-08-08T19:51:29Z","GRD_HD","2017-07-21T23:04:03Z","2017-07-21T23:04:28Z","29.1507","-75.2871","28.1833","-76.4203","28.5996","-73.8336","29.6906","-76.7544","30.1043","-74.1291","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230403_20170721T230428_017576_01D66A_E1A0.zip","744.56 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230338_20170721T230403_017576_01D66A_48F7","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","85","2017-07-21T23:04:03Z","2017-08-07T19:53:50Z","GRD_HD","2017-07-21T23:03:38Z","2017-07-21T23:04:03Z","27.6439","-74.9739","26.6753","-76.0903","27.0942","-73.5401","28.1833","-76.4203","28.5994","-73.8344","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230338_20170721T230403_017576_01D66A_48F7.zip","732.69 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230313_20170721T230338_017576_01D66A_C5D5","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","80","2017-07-21T23:03:38Z","2017-08-03T20:16:59Z","GRD_HD","2017-07-21T23:03:13Z","2017-07-21T23:03:38Z","26.1366","-74.6629","25.1667","-75.7638","25.5885","-73.2472","26.6752","-76.0903","27.0941","-73.5406","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230313_20170721T230338_017576_01D66A_C5D5.zip","725.12 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170721T230248_20170721T230313_017576_01D66A_D7BF","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17576","4","4","75","2017-07-21T23:03:13Z","2017-08-04T02:28:20Z","GRD_HD","2017-07-21T23:02:48Z","2017-07-21T23:03:13Z","24.6289","-74.3542","23.6576","-75.4405","24.0824","-72.9552","25.1666","-75.7638","25.5883","-73.2479","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170721T230248_20170721T230313_017576_01D66A_D7BF.zip","763.99 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170720T222051_20170720T222115_017561_01D5F7_70CE","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17561","164","164","66","2017-07-20T22:21:15Z","2017-07-23T16:20:28Z","GRD_HD","2017-07-20T22:20:51Z","2017-07-20T22:21:15Z","21.6795","-63.4964","20.7282","-64.536","21.1506","-62.1547","22.2015","-64.8465","22.6209","-62.4404","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170720T222051_20170720T222115_017561_01D5F7_70CE.zip","750.16 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170720T222026_20170720T222051_017561_01D5F7_312C","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17561","164","164","61","2017-07-20T22:20:51Z","2017-07-23T17:38:36Z","GRD_HD","2017-07-20T22:20:26Z","2017-07-20T22:20:51Z","20.1888","-63.1951","19.2177","-64.2197","19.6434","-61.8623","20.7281","-64.5359","21.1505","-62.1551","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170720T222026_20170720T222051_017561_01D5F7_312C.zip","816.37 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170720T094948_20170720T095013_017553_01D5BC_56D6","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17553","156","156","532","2017-07-20T09:50:13Z","2017-07-23T08:36:06Z","GRD_HD","2017-07-20T09:49:48Z","2017-07-20T09:50:13Z","17.8683","-59.3621","18.4061","-58.0408","18.8329","-60.3833","16.8951","-58.3545","17.3253","-60.6766","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170720T094948_20170720T095013_017553_01D5BC_56D6.zip","806.72 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170720T094919_20170720T094948_017553_01D5BC_7E06","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17553","156","156","527","2017-07-20T09:49:48Z","2017-07-23T07:20:15Z","GRD_HD","2017-07-20T09:49:19Z","2017-07-20T09:49:48Z","19.4995","-59.0341","20.1603","-57.6746","20.5833","-60.0435","18.4062","-58.0408","18.8331","-60.3836","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170720T094919_20170720T094948_017553_01D5BC_7E06.zip","910.61 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170719T232040_20170719T232105_017547_01D590_8C2A","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17547","150","150","92","2017-07-19T23:21:05Z","2017-07-23T02:36:05Z","GRD_HD","2017-07-19T23:20:40Z","2017-07-19T23:21:05Z","29.7378","-79.5234","28.7708","-80.6639","29.1862","-78.0614","30.2779","-80.9997","30.6907","-78.3575","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170719T232040_20170719T232105_017547_01D590_8C2A.zip","745.09 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170719T232015_20170719T232040_017547_01D590_DF13","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17547","150","150","87","2017-07-19T23:20:40Z","2017-07-23T02:39:58Z","GRD_HD","2017-07-19T23:20:15Z","2017-07-19T23:20:40Z","28.2313","-79.2091","27.2631","-80.3323","27.6811","-77.7674","28.7707","-80.6639","29.186","-78.0621","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170719T232015_20170719T232040_017547_01D590_DF13.zip","757.62 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T224221_20170718T224246_017532_01D51F_B909","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","126","2017-07-18T22:42:46Z","2017-07-19T05:36:07Z","GRD_HD","2017-07-18T22:42:21Z","2017-07-18T22:42:46Z","39.9239","-71.4374","38.9624","-72.7362","39.3651","-69.7835","40.4643","-73.1158","40.8657","-70.0977","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T224221_20170718T224246_017532_01D51F_B909.zip","727.33 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T224156_20170718T224221_017532_01D51F_DA85","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","121","2017-07-18T22:42:21Z","2017-07-19T10:35:22Z","GRD_HD","2017-07-18T22:41:56Z","2017-07-18T22:42:21Z","38.4216","-71.094","37.4595","-72.3652","37.8635","-69.4745","38.9623","-72.7362","39.3648","-69.7847","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T224156_20170718T224221_017532_01D51F_DA85.zip","748.35 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T224131_20170718T224156_017532_01D51F_5EC6","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","116","2017-07-18T22:41:56Z","2017-07-19T08:07:36Z","GRD_HD","2017-07-18T22:41:31Z","2017-07-18T22:41:56Z","36.9186","-70.7565","35.9559","-72.002","36.3615","-69.1688","37.4595","-72.3652","37.8633","-69.4755","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T224131_20170718T224156_017532_01D51F_5EC6.zip","776.81 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T224106_20170718T224131_017532_01D51F_44C6","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","111","2017-07-18T22:41:31Z","2017-07-19T08:12:46Z","GRD_HD","2017-07-18T22:41:06Z","2017-07-18T22:41:31Z","35.4149","-70.4244","34.4514","-71.6458","34.8588","-68.8662","35.9558","-72.002","36.3612","-69.1698","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T224106_20170718T224131_017532_01D51F_44C6.zip","761.85 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T224037_20170718T224106_017532_01D51F_8176","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","105","2017-07-18T22:41:06Z","2017-07-19T08:11:14Z","GRD_HD","2017-07-18T22:40:37Z","2017-07-18T22:41:06Z","33.7892","-70.0705","32.7032","-71.2401","33.1131","-68.5178","34.4513","-71.6458","34.8586","-68.8671","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T224037_20170718T224106_017532_01D51F_8176.zip","844.55 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T223737_20170718T223802_017532_01D51E_E841","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","70","2017-07-18T22:38:02Z","2017-07-22T20:10:09Z","GRD_HD","2017-07-18T22:37:37Z","2017-07-18T22:38:02Z","22.8292","-67.8433","21.8789","-68.8932","22.2994","-66.4903","23.3515","-69.2054","23.7689","-66.7759","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T223737_20170718T223802_017532_01D51E_E841.zip","752.71 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170718T223712_20170718T223737_017532_01D51E_8AC6","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17532","135","135","65","2017-07-18T22:37:37Z","2017-07-24T10:40:09Z","GRD_HD","2017-07-18T22:37:12Z","2017-07-18T22:37:37Z","21.339","-67.5413","20.3688","-68.5754","20.7924","-66.1981","21.8788","-68.8932","22.2992","-66.4908","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170718T223712_20170718T223737_017532_01D51E_8AC6.zip","814.42 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170716T225401_20170716T225423_017503_01D432_2073","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17503","106","106","69","2017-07-16T22:54:23Z","2017-07-17T04:32:43Z","GRD_HD","2017-07-16T22:54:01Z","2017-07-16T22:54:23Z","22.5383","-71.8984","21.6446","-72.9569","22.0652","-70.5598","23.004","-73.2447","23.4218","-70.8234","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170716T225401_20170716T225423_017503_01D432_2073.zip","664.83 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170716T102150_20170716T102215_017495_01D3FA_245C","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17495","98","98","522","2017-07-16T10:22:15Z","2017-07-21T00:03:39Z","GRD_HD","2017-07-16T10:21:50Z","2017-07-16T10:22:15Z","21.0633","-66.9492","21.6031","-65.6004","22.0237","-67.9968","20.093","-65.9177","20.5168","-68.2895","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170716T102150_20170716T102215_017495_01D3FA_245C.zip","768.65 MB","-1","0","0","-1","0"
