,ecmwf_u_front,ecmwf_u_late,ecmwf_v_front,ecmwf_v_late,ndbc_wdir,ndbc_wspeed,sar,station,scending
56,-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,81,5.3,S1A_IW_GRDH_1SDV_20170414T232355_20170414T232420_016147_01AAC9_120B,sbio1,Ascending
57,4.005440655089053,3.0944198280790687,4.021571989223748,5.807331406235023,205,7.3,S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41037,Ascending
58,4.824390228305474,3.898831834907035,4.28725814638884,6.397503116003383,223,8.7,S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41064,Ascending
59,3.736495676902592,4.441567646742769,5.02987273321914,5.378313595074996,61,9.9,S1A_IW_GRDH_1SDV_20170418T224911_20170418T224936_016205_01AC97_F9E0,41001,Ascending
60,-2.7399901491550898,-0.3606751169109259,0.8420491247890354,3.951883816852576,49,5.0,S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,44013,Ascending
